"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Guinea",1,0,0,1,2020-03-13,"9.945587","-9.696645"
"Guyana",1,1,0,0,2020-03-13,"4.860416","-58.93018"
"Holy See",1,0,0,1,2020-03-13,"41.902916","12.453389"
"Honduras",2,0,0,2,2020-03-13,"15.199999","-86.241905"
"Hungary",19,0,0,19,2020-03-13,"47.162494","19.503304"
"Iceland",134,0,1,133,2020-03-13,"64.963051","-19.020835"
"India",82,2,4,76,2020-03-13,"20.593684","78.96288"
"Indonesia",69,4,2,63,2020-03-13,"-0.789275","113.921327"
"Iran",11364,514,2959,7891,2020-03-13,"32.427908","53.688046"
"Iraq",101,9,24,68,2020-03-13,"33.223191","43.679291"
"Ireland",90,1,0,89,2020-03-13,"53.41291","-8.24389"
"Israel",161,0,4,157,2020-03-13,"31.046051","34.851612"
"Italy",17660,1266,1439,14955,2020-03-13,"41.87194","12.56738"
"Jamaica",8,0,0,8,2020-03-13,"18.109581","-77.297508"
"Japan",701,19,118,564,2020-03-13,"36.204824","138.252924"
"Jordan",1,0,1,0,2020-03-13,"30.585164","36.238414"
"Kazakhstan",4,0,0,4,2020-03-13,"48.019573","66.923684"
"Kenya",1,0,0,1,2020-03-13,"-0.023559","37.906193"
"Korea, South",7979,66,510,7403,2020-03-13,"35.907757","127.766922"
"Kuwait",80,0,5,75,2020-03-13,"29.31166","47.481766"
"Latvia",17,0,1,16,2020-03-13,"56.879635","24.603189"
"Lebanon",77,3,1,73,2020-03-13,"33.854721","35.862285"
"Liechtenstein",1,0,0,1,2020-03-13,"47.166","9.555373"
"Lithuania",6,0,0,6,2020-03-13,"55.169438","23.881275"
"Luxembourg",34,0,0,34,2020-03-13,"49.815273","6.129583"
"Malaysia",197,0,26,171,2020-03-13,"4.210484","101.975766"
"Maldives",9,0,0,9,2020-03-13,"3.202778","73.22068"
"Malta",12,0,1,11,2020-03-13,"35.937496","14.375416"
"Martinique",3,0,0,3,2020-03-13,"-22.95764","18.49041"
"Mexico",12,0,4,8,2020-03-13,"23.634501","-102.552784"
"Moldova",6,0,0,6,2020-03-13,"47.411631","28.369885"
"Monaco",2,0,0,2,2020-03-13,"43.750298","7.412841"
"Mongolia",1,0,0,1,2020-03-13,"46.862496","103.846656"
"Morocco",7,1,1,5,2020-03-13,"31.791702","-7.09262"
"Nepal",1,0,1,0,2020-03-13,"28.394857","84.124008"
"Netherlands",804,10,0,794,2020-03-13,"52.132633","5.291266"
"New Zealand",5,0,0,5,2020-03-13,"-40.900557","174.885971"
"Nigeria",2,0,0,2,2020-03-13,"9.081999","8.675277"
"North Macedonia",14,0,1,13,2020-03-13,"41.608635","21.745275"
"Norway",996,0,1,995,2020-03-13,"60.472024","8.468946"
"Oman",19,0,9,10,2020-03-13,"21.512583","55.923255"
"Pakistan",28,0,2,26,2020-03-13,"30.375321","69.345116"
"Panama",27,1,0,26,2020-03-13,"8.537981","-80.782127"
"Paraguay",6,0,0,6,2020-03-13,"-23.442503","-58.443832"
"Peru",28,0,0,28,2020-03-13,"-9.189967","-75.015152"
"Philippines",64,5,2,57,2020-03-13,"12.879721","121.774017"
"Poland",68,2,0,66,2020-03-13,"51.919438","19.145136"
"Portugal",112,0,1,111,2020-03-13,"39.399872","-8.224454"
"Qatar",320,0,0,320,2020-03-13,"25.354826","51.183884"
"Reunion",5,0,0,5,2020-03-13,"-22.95764","18.49041"
"Romania",89,0,7,82,2020-03-13,"45.943161","24.96676"
"Russia",45,0,3,42,2020-03-13,"61.52401","105.318756"
"San Marino",80,5,0,75,2020-03-13,"43.94236","12.457777"
"Saudi Arabia",86,0,1,85,2020-03-13,"23.885942","45.079162"
"Senegal",10,0,1,9,2020-03-13,"14.497401","-14.452362"
"Serbia",35,0,0,35,2020-03-13,"44.016521","21.005859"
"Singapore",200,0,97,103,2020-03-13,"1.352083","103.819836"
"Slovakia",32,0,0,32,2020-03-13,"48.669026","19.699024"
"Slovenia",141,0,0,141,2020-03-13,"46.151241","14.995463"
"South Africa",24,0,0,24,2020-03-13,"-30.559482","22.937506"
"Spain",5232,133,193,4906,2020-03-13,"40.463667","-3.74922"
"Sri Lanka",6,0,1,5,2020-03-13,"7.873054","80.771797"
"Sudan",1,1,0,0,2020-03-13,"12.862807","30.217636"
"Sweden",814,1,1,812,2020-03-13,"60.128161","18.643501"
"Switzerland",1139,11,4,1124,2020-03-13,"46.818188","8.227512"
"Taiwan*",50,1,20,29,2020-03-13,"23.69781","120.960515"
"Thailand",75,1,35,39,2020-03-13,"15.870032","100.992541"
"Togo",1,0,0,1,2020-03-13,"8.619543","0.824782"
"Tunisia",16,0,0,16,2020-03-13,"33.886917","9.537499"
"Turkey",5,0,0,5,2020-03-13,"38.963745","35.243322"
"Ukraine",3,1,0,2,2020-03-13,"48.379433","31.16558"
"United Arab Emirates",85,0,17,68,2020-03-13,"23.424076","53.847818"
"United Kingdom",801,8,19,774,2020-03-13,"55.378051","-3.435973"
"US",2179,47,12,2120,2020-03-13,"37.09024","-95.712891"
"Vietnam",47,0,16,31,2020-03-13,"14.058324","108.277199"
"Afghanistan",7,0,0,7,2020-03-12,"33.93911","67.709953"
"Albania",23,1,0,22,2020-03-12,"41.153332","20.168331"
"Algeria",24,1,8,15,2020-03-12,"28.033886","1.659626"
"Andorra",1,0,1,0,2020-03-12,"42.546245","1.601554"
"Argentina",19,1,0,18,2020-03-12,"-38.416097","-63.616672"
"Armenia",4,0,0,4,2020-03-12,"40.069099","45.038189"
"Australia",128,3,21,104,2020-03-12,"-25.274398","133.775136"
"Austria",302,1,4,297,2020-03-12,"47.516231","14.550072"
"Azerbaijan",11,0,3,8,2020-03-12,"40.143105","47.576927"
"Bahrain",195,0,35,160,2020-03-12,"25.930414","50.637772"
"Bangladesh",3,0,0,3,2020-03-12,"23.684994","90.356331"
"Belarus",12,0,3,9,2020-03-12,"53.709807","27.953389"
"Belgium",314,3,1,310,2020-03-12,"50.503887","4.469936"
"Bhutan",1,0,0,1,2020-03-12,"27.514162","90.433601"
"Bolivia",2,0,0,2,2020-03-12,"-16.290154","-63.588653"
"Bosnia and Herzegovina",11,0,0,11,2020-03-12,"43.915886","17.679076"
"Brazil",52,0,0,52,2020-03-12,"-14.235004","-51.92528"
"Brunei",11,0,0,11,2020-03-12,"4.535277","114.727669"
"Bulgaria",7,1,0,6,2020-03-12,"42.733883","25.48583"
"Burkina Faso",2,0,0,2,2020-03-12,"12.238333","-1.561593"
"Cambodia",3,0,1,2,2020-03-12,"12.565679","104.990963"
"Cameroon",2,0,0,2,2020-03-12,"7.369722","12.354722"
"Canada",117,1,8,108,2020-03-12,"56.130366","-106.346771"
"Chile",23,0,0,23,2020-03-12,"-35.675147","-71.542969"
"China",80932,3172,62901,14859,2020-03-12,"35.86166","104.195397"
"Colombia",9,0,0,9,2020-03-12,"4.570868","-74.297333"
"Congo (Kinshasa)",1,0,0,1,2020-03-12,"-4.038333","21.758664"
"Costa Rica",22,0,0,22,2020-03-12,"9.748917","-83.753428"
"Cote d'Ivoire",1,0,0,1,2020-03-12,"7.539989","-5.54708"
"Croatia",19,0,0,19,2020-03-12,"45.1","15.2"
"Cruise Ship",696,7,325,364,2020-03-12,"-22.95764","18.49041"
"Cuba",3,0,0,3,2020-03-12,"21.521757","-77.781167"
"Cyprus",6,0,0,6,2020-03-12,"35.126413","33.429859"
"Czechia",94,0,0,94,2020-03-12,"49.817492","15.472962"
"Denmark",617,0,1,616,2020-03-12,"56.26392","9.501785"
"Dominican Republic",5,0,0,5,2020-03-12,"18.735693","-70.162651"
"Ecuador",17,0,0,17,2020-03-12,"-1.831239","-78.183406"
"Egypt",67,1,27,39,2020-03-12,"26.820553","30.802498"
"Estonia",16,0,0,16,2020-03-12,"58.595272","25.013607"
"Finland",59,0,1,58,2020-03-12,"61.92411","25.748151"
"France",2284,48,12,2224,2020-03-12,"46.227638","2.213749"
"French Guiana",5,0,0,5,2020-03-12,"-22.95764","18.49041"
"Georgia",24,0,0,24,2020-03-12,"42.315407","43.356892"
"Germany",2078,3,25,2050,2020-03-12,"51.165691","10.451526"
"Greece",99,1,0,98,2020-03-12,"39.074208","21.824312"
"Guyana",1,1,0,0,2020-03-12,"4.860416","-58.93018"
"Holy See",1,0,0,1,2020-03-12,"41.902916","12.453389"
"Honduras",2,0,0,2,2020-03-12,"15.199999","-86.241905"
"Hungary",13,0,0,13,2020-03-12,"47.162494","19.503304"
"Iceland",103,0,1,102,2020-03-12,"64.963051","-19.020835"
"India",73,1,4,68,2020-03-12,"20.593684","78.96288"
"Indonesia",34,1,2,31,2020-03-12,"-0.789275","113.921327"
"Iran",10075,429,2959,6687,2020-03-12,"32.427908","53.688046"
"Iraq",71,8,15,48,2020-03-12,"33.223191","43.679291"
"Ireland",43,1,0,42,2020-03-12,"53.41291","-8.24389"
"Israel",131,0,4,127,2020-03-12,"31.046051","34.851612"
"Italy",12462,827,1045,10590,2020-03-12,"41.87194","12.56738"
"Jamaica",2,0,0,2,2020-03-12,"18.109581","-77.297508"
"Japan",639,16,118,505,2020-03-12,"36.204824","138.252924"
"Jordan",1,0,0,1,2020-03-12,"30.585164","36.238414"
"Korea, South",7869,66,333,7470,2020-03-12,"35.907757","127.766922"
"Kuwait",80,0,5,75,2020-03-12,"29.31166","47.481766"
"Latvia",10,0,1,9,2020-03-12,"56.879635","24.603189"
"Lebanon",61,3,1,57,2020-03-12,"33.854721","35.862285"
"Liechtenstein",1,0,0,1,2020-03-12,"47.166","9.555373"
"Lithuania",3,0,0,3,2020-03-12,"55.169438","23.881275"
"Luxembourg",19,0,0,19,2020-03-12,"49.815273","6.129583"
"Mainland China",0,0,0,0,2020-03-12,"-22.95764","18.49041"
"Malaysia",149,0,26,123,2020-03-12,"4.210484","101.975766"
"Maldives",8,0,0,8,2020-03-12,"3.202778","73.22068"
"Malta",6,0,0,6,2020-03-12,"35.937496","14.375416"
"Martinique",3,0,0,3,2020-03-12,"-22.95764","18.49041"
"Mexico",12,0,4,8,2020-03-12,"23.634501","-102.552784"
"Moldova",3,0,0,3,2020-03-12,"47.411631","28.369885"
"Monaco",2,0,0,2,2020-03-12,"43.750298","7.412841"
"Mongolia",1,0,0,1,2020-03-12,"46.862496","103.846656"
"Morocco",6,1,0,5,2020-03-12,"31.791702","-7.09262"
"Nepal",1,0,1,0,2020-03-12,"28.394857","84.124008"
"Netherlands",503,5,0,498,2020-03-12,"52.132633","5.291266"
"New Zealand",5,0,0,5,2020-03-12,"-40.900557","174.885971"
"Nigeria",2,0,0,2,2020-03-12,"9.081999","8.675277"
"North Macedonia",7,0,0,7,2020-03-12,"41.608635","21.745275"
"Norway",702,0,1,701,2020-03-12,"60.472024","8.468946"
"occupied Palestinian territory",0,0,0,0,2020-03-12,"-22.95764","18.49041"
"Oman",18,0,9,9,2020-03-12,"21.512583","55.923255"
"Pakistan",20,0,2,18,2020-03-12,"30.375321","69.345116"
"Panama",11,1,0,10,2020-03-12,"8.537981","-80.782127"
"Paraguay",5,0,0,5,2020-03-12,"-23.442503","-58.443832"
"Peru",15,0,0,15,2020-03-12,"-9.189967","-75.015152"
"Philippines",52,2,2,48,2020-03-12,"12.879721","121.774017"
"Poland",49,1,0,48,2020-03-12,"51.919438","19.145136"
"Portugal",59,0,0,59,2020-03-12,"39.399872","-8.224454"
"Qatar",262,0,0,262,2020-03-12,"25.354826","51.183884"
"Reunion",1,0,0,1,2020-03-12,"-22.95764","18.49041"
"Romania",49,0,6,43,2020-03-12,"45.943161","24.96676"
"Russia",28,0,3,25,2020-03-12,"61.52401","105.318756"
"San Marino",69,3,0,66,2020-03-12,"43.94236","12.457777"
"Saudi Arabia",45,0,1,44,2020-03-12,"23.885942","45.079162"
"Senegal",4,0,1,3,2020-03-12,"14.497401","-14.452362"
"Serbia",19,0,0,19,2020-03-12,"44.016521","21.005859"
"Singapore",178,0,96,82,2020-03-12,"1.352083","103.819836"
"Slovakia",16,0,0,16,2020-03-12,"48.669026","19.699024"
"Slovenia",89,0,0,89,2020-03-12,"46.151241","14.995463"
"South Africa",17,0,0,17,2020-03-12,"-30.559482","22.937506"
"Spain",2277,55,183,2039,2020-03-12,"40.463667","-3.74922"
"Sri Lanka",2,0,1,1,2020-03-12,"7.873054","80.771797"
"Sweden",599,1,1,597,2020-03-12,"60.128161","18.643501"
"Switzerland",652,4,4,644,2020-03-12,"46.818188","8.227512"
"Taiwan*",49,1,20,28,2020-03-12,"23.69781","120.960515"
"Thailand",70,1,34,35,2020-03-12,"15.870032","100.992541"
"Togo",1,0,0,1,2020-03-12,"8.619543","0.824782"
"Tunisia",7,0,0,7,2020-03-12,"33.886917","9.537499"
"Turkey",1,0,0,1,2020-03-12,"38.963745","35.243322"
"Ukraine",1,0,0,1,2020-03-12,"48.379433","31.16558"
"United Arab Emirates",85,0,17,68,2020-03-12,"23.424076","53.847818"
"United Kingdom",459,8,19,432,2020-03-12,"55.378051","-3.435973"
"US",1663,40,12,1611,2020-03-12,"37.09024","-95.712891"
"Vietnam",39,0,16,23,2020-03-12,"14.058324","108.277199"
"Afghanistan",7,0,0,7,2020-03-11,"33.93911","67.709953"
"Albania",12,1,0,11,2020-03-11,"41.153332","20.168331"
"Algeria",20,0,0,20,2020-03-11,"28.033886","1.659626"
"Andorra",1,0,0,1,2020-03-11,"42.546245","1.601554"
"Argentina",19,1,0,18,2020-03-11,"-38.416097","-63.616672"
"Armenia",1,0,0,1,2020-03-11,"40.069099","45.038189"
"Australia",128,3,21,104,2020-03-11,"-25.274398","133.775136"
"Austria",246,0,4,242,2020-03-11,"47.516231","14.550072"
"Azerbaijan",11,0,3,8,2020-03-11,"40.143105","47.576927"
"Bahrain",195,0,35,160,2020-03-11,"25.930414","50.637772"
"Bangladesh",3,0,0,3,2020-03-11,"23.684994","90.356331"
"Belarus",9,0,3,6,2020-03-11,"53.709807","27.953389"
"Belgium",314,3,1,310,2020-03-11,"50.503887","4.469936"
"Bhutan",1,0,0,1,2020-03-11,"27.514162","90.433601"
"Bolivia",2,0,0,2,2020-03-11,"-16.290154","-63.588653"
"Bosnia and Herzegovina",7,0,0,7,2020-03-11,"43.915886","17.679076"
"Brazil",38,0,0,38,2020-03-11,"-14.235004","-51.92528"
"Brunei",11,0,0,11,2020-03-11,"4.535277","114.727669"
"Bulgaria",7,1,0,6,2020-03-11,"42.733883","25.48583"
"Burkina Faso",2,0,0,2,2020-03-11,"12.238333","-1.561593"
"Cambodia",3,0,1,2,2020-03-11,"12.565679","104.990963"
"Cameroon",2,0,0,2,2020-03-11,"7.369722","12.354722"
"Canada",108,1,8,99,2020-03-11,"56.130366","-106.346771"
"Chile",23,0,0,23,2020-03-11,"-35.675147","-71.542969"
"China",80921,3161,61644,16116,2020-03-11,"35.86166","104.195397"
"Colombia",9,0,0,9,2020-03-11,"4.570868","-74.297333"
"Congo (Kinshasa)",1,0,0,1,2020-03-11,"-4.038333","21.758664"
"Costa Rica",13,0,0,13,2020-03-11,"9.748917","-83.753428"
"Cote d'Ivoire",1,0,0,1,2020-03-11,"7.539989","-5.54708"
"Croatia",19,0,0,19,2020-03-11,"45.1","15.2"
"Cruise Ship",696,7,325,364,2020-03-11,"-22.95764","18.49041"
"Cyprus",6,0,0,6,2020-03-11,"35.126413","33.429859"
"Czechia",91,0,0,91,2020-03-11,"49.817492","15.472962"
"Denmark",444,0,1,443,2020-03-11,"56.26392","9.501785"
"Dominican Republic",5,0,0,5,2020-03-11,"18.735693","-70.162651"
"Ecuador",17,0,0,17,2020-03-11,"-1.831239","-78.183406"
"Egypt",60,1,27,32,2020-03-11,"26.820553","30.802498"
"Estonia",16,0,0,16,2020-03-11,"58.595272","25.013607"
"Finland",59,0,1,58,2020-03-11,"61.92411","25.748151"
"France",2284,48,12,2224,2020-03-11,"46.227638","2.213749"
"French Guiana",5,0,0,5,2020-03-11,"-22.95764","18.49041"
"Georgia",24,0,0,24,2020-03-11,"42.315407","43.356892"
"Germany",1908,3,25,1880,2020-03-11,"51.165691","10.451526"
"Greece",99,1,0,98,2020-03-11,"39.074208","21.824312"
"Holy See",1,0,0,1,2020-03-11,"41.902916","12.453389"
"Honduras",2,0,0,2,2020-03-11,"15.199999","-86.241905"
"Hungary",13,0,0,13,2020-03-11,"47.162494","19.503304"
"Iceland",85,0,1,84,2020-03-11,"64.963051","-19.020835"
"India",62,1,4,57,2020-03-11,"20.593684","78.96288"
"Indonesia",34,1,2,31,2020-03-11,"-0.789275","113.921327"
"Iran",9000,354,2959,5687,2020-03-11,"32.427908","53.688046"
"Iraq",71,7,15,49,2020-03-11,"33.223191","43.679291"
"Ireland",43,1,0,42,2020-03-11,"53.41291","-8.24389"
"Israel",109,0,4,105,2020-03-11,"31.046051","34.851612"
"Italy",12462,827,1045,10590,2020-03-11,"41.87194","12.56738"
"Jamaica",1,0,0,1,2020-03-11,"18.109581","-77.297508"
"Japan",639,15,118,506,2020-03-11,"36.204824","138.252924"
"Jordan",1,0,0,1,2020-03-11,"30.585164","36.238414"
"Korea, South",7755,60,288,7407,2020-03-11,"35.907757","127.766922"
"Kuwait",72,0,2,70,2020-03-11,"29.31166","47.481766"
"Latvia",10,0,1,9,2020-03-11,"56.879635","24.603189"
"Lebanon",61,3,1,57,2020-03-11,"33.854721","35.862285"
"Liechtenstein",1,0,0,1,2020-03-11,"47.166","9.555373"
"Lithuania",3,0,0,3,2020-03-11,"55.169438","23.881275"
"Luxembourg",7,0,0,7,2020-03-11,"49.815273","6.129583"
"Mainland China",0,0,0,0,2020-03-11,"-22.95764","18.49041"
"Malaysia",149,0,26,123,2020-03-11,"4.210484","101.975766"
"Maldives",8,0,0,8,2020-03-11,"3.202778","73.22068"
"Malta",6,0,0,6,2020-03-11,"35.937496","14.375416"
"Martinique",3,0,0,3,2020-03-11,"-22.95764","18.49041"
"Mexico",8,0,4,4,2020-03-11,"23.634501","-102.552784"
"Moldova",3,0,0,3,2020-03-11,"47.411631","28.369885"
"Monaco",1,0,0,1,2020-03-11,"43.750298","7.412841"
"Mongolia",1,0,0,1,2020-03-11,"46.862496","103.846656"
"Morocco",5,1,0,4,2020-03-11,"31.791702","-7.09262"
"Nepal",1,0,1,0,2020-03-11,"28.394857","84.124008"
"Netherlands",503,5,0,498,2020-03-11,"52.132633","5.291266"
"New Zealand",5,0,0,5,2020-03-11,"-40.900557","174.885971"
"Nigeria",2,0,0,2,2020-03-11,"9.081999","8.675277"
"North Macedonia",7,0,0,7,2020-03-11,"41.608635","21.745275"
"Norway",598,0,1,597,2020-03-11,"60.472024","8.468946"
"occupied Palestinian territory",0,0,0,0,2020-03-11,"-22.95764","18.49041"
"Oman",18,0,9,9,2020-03-11,"21.512583","55.923255"
"Pakistan",19,0,2,17,2020-03-11,"30.375321","69.345116"
"Panama",8,1,0,7,2020-03-11,"8.537981","-80.782127"
"Paraguay",5,0,0,5,2020-03-11,"-23.442503","-58.443832"
"Peru",11,0,0,11,2020-03-11,"-9.189967","-75.015152"
"Philippines",49,1,2,46,2020-03-11,"12.879721","121.774017"
"Poland",31,0,0,31,2020-03-11,"51.919438","19.145136"
"Portugal",59,0,0,59,2020-03-11,"39.399872","-8.224454"
"Qatar",262,0,0,262,2020-03-11,"25.354826","51.183884"
"Reunion",1,0,0,1,2020-03-11,"-22.95764","18.49041"
"Romania",45,0,6,39,2020-03-11,"45.943161","24.96676"
"Russia",20,0,3,17,2020-03-11,"61.52401","105.318756"
"San Marino",62,2,0,60,2020-03-11,"43.94236","12.457777"
"Saudi Arabia",21,0,1,20,2020-03-11,"23.885942","45.079162"
"Senegal",4,0,1,3,2020-03-11,"14.497401","-14.452362"
"Serbia",12,0,0,12,2020-03-11,"44.016521","21.005859"
"Singapore",178,0,96,82,2020-03-11,"1.352083","103.819836"
"Slovakia",10,0,0,10,2020-03-11,"48.669026","19.699024"
"Slovenia",57,0,0,57,2020-03-11,"46.151241","14.995463"
"South Africa",13,0,0,13,2020-03-11,"-30.559482","22.937506"
"Spain",2277,54,183,2040,2020-03-11,"40.463667","-3.74922"
"Sri Lanka",2,0,1,1,2020-03-11,"7.873054","80.771797"
"Sweden",500,1,1,498,2020-03-11,"60.128161","18.643501"
"Switzerland",652,4,4,644,2020-03-11,"46.818188","8.227512"
"Taiwan*",48,1,17,30,2020-03-11,"23.69781","120.960515"
"Thailand",59,1,34,24,2020-03-11,"15.870032","100.992541"
"Togo",1,0,0,1,2020-03-11,"8.619543","0.824782"
"Tunisia",7,0,0,7,2020-03-11,"33.886917","9.537499"
"Turkey",1,0,0,1,2020-03-11,"38.963745","35.243322"
"Ukraine",1,0,0,1,2020-03-11,"48.379433","31.16558"
"United Arab Emirates",74,0,17,57,2020-03-11,"23.424076","53.847818"
"United Kingdom",459,8,19,432,2020-03-11,"55.378051","-3.435973"
"US",1281,36,8,1237,2020-03-11,"37.09024","-95.712891"
"Vietnam",38,0,16,22,2020-03-11,"14.058324","108.277199"
"Afghanistan",5,0,0,5,2020-03-10,"33.93911","67.709953"
"Albania",10,0,0,10,2020-03-10,"41.153332","20.168331"
"Algeria",20,0,0,20,2020-03-10,"28.033886","1.659626"
"Andorra",1,0,0,1,2020-03-10,"42.546245","1.601554"
"Argentina",17,1,0,16,2020-03-10,"-38.416097","-63.616672"
"Armenia",1,0,0,1,2020-03-10,"40.069099","45.038189"
"Australia",107,3,21,83,2020-03-10,"-25.274398","133.775136"
"Austria",182,0,4,178,2020-03-10,"47.516231","14.550072"
"Azerbaijan",11,0,0,11,2020-03-10,"40.143105","47.576927"
"Bahrain",110,0,22,88,2020-03-10,"25.930414","50.637772"
"Bangladesh",3,0,0,3,2020-03-10,"23.684994","90.356331"
"Belarus",9,0,3,6,2020-03-10,"53.709807","27.953389"
"Belgium",267,0,1,266,2020-03-10,"50.503887","4.469936"
"Bhutan",1,0,0,1,2020-03-10,"27.514162","90.433601"
"Bosnia and Herzegovina",5,0,0,5,2020-03-10,"43.915886","17.679076"
"Brazil",31,0,0,31,2020-03-10,"-14.235004","-51.92528"
"Brunei",1,0,0,1,2020-03-10,"4.535277","114.727669"
"Bulgaria",4,0,0,4,2020-03-10,"42.733883","25.48583"
"Burkina Faso",1,0,0,1,2020-03-10,"12.238333","-1.561593"
"Cambodia",2,0,1,1,2020-03-10,"12.565679","104.990963"
"Cameroon",2,0,0,2,2020-03-10,"7.369722","12.354722"
"Canada",79,1,8,70,2020-03-10,"56.130366","-106.346771"
"Channel Islands",1,0,0,1,2020-03-10,"-22.95764","18.49041"
"Chile",13,0,0,13,2020-03-10,"-35.675147","-71.542969"
"Colombia",3,0,0,3,2020-03-10,"4.570868","-74.297333"
"Costa Rica",9,0,0,9,2020-03-10,"9.748917","-83.753428"
"Croatia",14,0,0,14,2020-03-10,"45.1","15.2"
"Cyprus",3,0,0,3,2020-03-10,"35.126413","33.429859"
"Czech Republic",41,0,0,41,2020-03-10,"-22.95764","18.49041"
"Denmark",262,0,1,261,2020-03-10,"56.26392","9.501785"
"Dominican Republic",5,0,0,5,2020-03-10,"18.735693","-70.162651"
"Ecuador",15,0,0,15,2020-03-10,"-1.831239","-78.183406"
"Egypt",59,1,1,57,2020-03-10,"26.820553","30.802498"
"Estonia",12,0,0,12,2020-03-10,"58.595272","25.013607"
"Faroe Islands",2,0,0,2,2020-03-10,"-22.95764","18.49041"
"Finland",40,0,1,39,2020-03-10,"61.92411","25.748151"
"France",1784,33,12,1739,2020-03-10,"46.227638","2.213749"
"French Guiana",5,0,0,5,2020-03-10,"-22.95764","18.49041"
"Georgia",15,0,0,15,2020-03-10,"42.315407","43.356892"
"Germany",1457,2,18,1437,2020-03-10,"51.165691","10.451526"
"Gibraltar",1,0,1,0,2020-03-10,"-22.95764","18.49041"
"Greece",89,0,0,89,2020-03-10,"39.074208","21.824312"
"Holy See",1,0,0,1,2020-03-10,"41.902916","12.453389"
"Hong Kong SAR",120,3,65,52,2020-03-10,"-22.95764","18.49041"
"Hungary",9,0,0,9,2020-03-10,"47.162494","19.503304"
"Iceland",69,0,1,68,2020-03-10,"64.963051","-19.020835"
"India",56,0,4,52,2020-03-10,"20.593684","78.96288"
"Indonesia",27,0,2,25,2020-03-10,"-0.789275","113.921327"
"Iran (Islamic Republic of)",8042,291,2731,5020,2020-03-10,"-22.95764","18.49041"
"Iraq",71,7,3,61,2020-03-10,"33.223191","43.679291"
"Ireland",34,0,0,34,2020-03-10,"53.41291","-8.24389"
"Israel",58,0,4,54,2020-03-10,"31.046051","34.851612"
"Italy",10149,631,724,8794,2020-03-10,"41.87194","12.56738"
"Japan",581,10,101,470,2020-03-10,"36.204824","138.252924"
"Jordan",1,0,0,1,2020-03-10,"30.585164","36.238414"
"Kuwait",69,0,1,68,2020-03-10,"29.31166","47.481766"
"Latvia",8,0,1,7,2020-03-10,"56.879635","24.603189"
"Lebanon",41,1,1,39,2020-03-10,"33.854721","35.862285"
"Liechtenstein",1,0,0,1,2020-03-10,"47.166","9.555373"
"Lithuania",1,0,0,1,2020-03-10,"55.169438","23.881275"
"Luxembourg",5,0,0,5,2020-03-10,"49.815273","6.129583"
"Macao SAR",10,0,10,0,2020-03-10,"-22.95764","18.49041"
"Mainland China",80757,3136,60106,17515,2020-03-10,"-22.95764","18.49041"
"Malaysia",129,0,24,105,2020-03-10,"4.210484","101.975766"
"Maldives",6,0,0,6,2020-03-10,"3.202778","73.22068"
"Malta",5,0,0,5,2020-03-10,"35.937496","14.375416"
"Martinique",2,0,0,2,2020-03-10,"-22.95764","18.49041"
"Mexico",7,0,4,3,2020-03-10,"23.634501","-102.552784"
"Monaco",1,0,0,1,2020-03-10,"43.750298","7.412841"
"Mongolia",1,0,0,1,2020-03-10,"46.862496","103.846656"
"Morocco",3,1,0,2,2020-03-10,"31.791702","-7.09262"
"Nepal",1,0,1,0,2020-03-10,"28.394857","84.124008"
"Netherlands",382,4,0,378,2020-03-10,"52.132633","5.291266"
"New Zealand",5,0,0,5,2020-03-10,"-40.900557","174.885971"
"Nigeria",2,0,0,2,2020-03-10,"9.081999","8.675277"
"North Macedonia",7,0,0,7,2020-03-10,"41.608635","21.745275"
"Norway",400,0,1,399,2020-03-10,"60.472024","8.468946"
"occupied Palestinian territory",25,0,0,25,2020-03-10,"-22.95764","18.49041"
"Oman",18,0,9,9,2020-03-10,"21.512583","55.923255"
"Others",696,6,40,650,2020-03-10,"-22.95764","18.49041"
"Pakistan",16,0,1,15,2020-03-10,"30.375321","69.345116"
"Panama",1,0,0,1,2020-03-10,"8.537981","-80.782127"
"Paraguay",1,0,0,1,2020-03-10,"-23.442503","-58.443832"
"Peru",11,0,0,11,2020-03-10,"-9.189967","-75.015152"
"Philippines",33,1,2,30,2020-03-10,"12.879721","121.774017"
"Poland",22,0,0,22,2020-03-10,"51.919438","19.145136"
"Portugal",41,0,0,41,2020-03-10,"39.399872","-8.224454"
"Qatar",24,0,0,24,2020-03-10,"25.354826","51.183884"
"Republic of Korea",7513,54,247,7212,2020-03-10,"-22.95764","18.49041"
"Republic of Moldova",3,0,0,3,2020-03-10,"-22.95764","18.49041"
"Romania",25,0,3,22,2020-03-10,"45.943161","24.96676"
"Russian Federation",10,0,3,7,2020-03-10,"-22.95764","18.49041"
"Saint Barthelemy",1,0,0,1,2020-03-10,"-22.95764","18.49041"
"Saint Martin",2,0,0,2,2020-03-10,"-22.95764","18.49041"
"San Marino",51,2,0,49,2020-03-10,"43.94236","12.457777"
"Saudi Arabia",20,0,1,19,2020-03-10,"23.885942","45.079162"
"Senegal",4,0,1,3,2020-03-10,"14.497401","-14.452362"
"Serbia",5,0,0,5,2020-03-10,"44.016521","21.005859"
"Singapore",160,0,78,82,2020-03-10,"1.352083","103.819836"
"Slovakia",7,0,0,7,2020-03-10,"48.669026","19.699024"
